KODE APOTIK,Nama,Alamat,NPWP,NPPKP,PBF,SIPA,no_ijin,nama_apj,kode_petugas,delete_reason,Status,Latitude,Longitude,Kode Pos,Provinsi,Kabupaten,Kecamatan,Kelurahan,Kontak,validasi
Apt.khanza,Apotek Khanza KRA,"Jalan Amarta Raya, Pulosari, RT.06/RW.02, Sroyo, Kec. Jaten, Kabupaten Karanganyar, Jawa Tengah 57771",,,,,,,,,active,-7.541533772,110.8808285,57771,JAWA TENGAH,,,KARANGANYAR,,
Apt.KHRSM,Apotek Kharisma,"Sidorejo, Metuk, Kec. Mojosongo, Kabupaten Boyolali, Jawa Tengah 57322",,,,,,,,,active,-7.512072229,110.6270489,57322,JAWA TENGAH,,,Surakarta,2718500600,
Apt.KHSF,Apotek Kheisa Farma,"Rembun, Kec. Nogosari, Kabupaten Boyolali, Jawa Tengah 57378",,,,,,,,,active,-7.45479846,110.7773597,57378,JAWA TENGAH,,,Boyolali,87835744092,
Apt.khsnh,Apotek Khasanah,"Siderejo, Kalikobok, Kec. Tanon, Kabupaten Sragen, Jawa Tengah 57277",,,,,,,,,active,-7.367822421,110.9199607,57277,JAWA TENGAH,,,SRAGEN,,
Apt.kianet,Apotek Kian Ethes,"Kleben, Gedongan, Kec. Colomadu, Kabupaten Karanganyar, Jawa Tengah",,,,,,,,,active,-7.525829456,110.7789665,,JAWA TENGAH,,,KARANGANYAR,,
Apt.kinan,Apotek Kinan Farma,"Jl. Brigjend Katamso No.170, Mojosongo, Kec. Jebres, Kota Surakarta, Jawa Tengah 57127",,,,,,,,,active,-7.546789301,110.8414275,57127,JAWA TENGAH,,,SURAKARTA,,
APT.KITA,Apotek Kita (Candra Bayu Murti),"Gandekan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57122",,,,,,,,,active,-7.572420463,110.8380217,57122,JAWA TENGAH,,,Surakarta,0271 7975533,
Apt.KLCF01,Apotek Kleco Farma,"Jl. Papagan No.6C, RT.02/RW.03, Dusun II, Makamhaji, Kec. Kartasura, Kabupaten Sukoharjo, Jawa Tengah 57161",,,,,,,,,active,-7.558065328,110.7788769,57161,JAWA TENGAH,,,Sukoharjo,"(0271) 7090892, 081329939211",
Apt.KLGW,Apotek Kaligawe,"Jl. Raya Pedan-Juwiring, Area Sawah, Kaligawe, Kec. Pedan, Kabupaten Klaten, Jawa Tengah 57468",,,,,,,,,active,-7.66915033,110.7137413,57468,JAWA TENGAH,,,Klaten,,
Apt.KLJMB,Apotek Kalijambe,"Jl. Solo - Purwodadi, Kebayanan I, Banaran, Kec. Kalijambe, Kabupaten Sragen, Jawa Tengah 57275",,,,,,,,,active,-7.442102297,110.8071429,57275,JAWA TENGAH,,,Sragen,0271 8024208,
Apt.KLKT,Apotek Keluarga Kita,"Jl. Kediri Utara No. 7,Nusukan",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Surakarta,0271 718183/ M` Ririn,
Apt.KLPL,Apotek Kulon Palang,"Jl. Raya Karanggede - Gemolong No.16, Dusun II, Kwangen, Kec. Gemolong, Kabupaten Sragen, Jawa Tengah 50274",,,,,,,,,active,-7.396603692,110.8254304,50274,JAWA TENGAH,,,Sragen,0271 5867935,
Apt.KLRR,Apotek Klero Raya,"Jl. Raya Salatiga-Solo, Dampit Satu, Klero, Kec. Tengaran, Kabupaten Semarang, Jawa Tengah 50775",,,,,,,,,active,-7.407016014,110.5156741,50775,JAWA TENGAH,,,SAlatiga,0298 7162057,
Apt.KLS,Apotek Kaliyoso,"Jl. Solo - Purwodadi, Sambirejo, Tuban, Kec. Gondangrejo, Kabupaten Karanganyar, Jawa Tengah 57188",,,,,,,,,active,-7.462286171,110.8052753,57188,JAWA TENGAH,,,KRA,0271 8071717,
Apt.KLSHT,Apotek Keluarga Sehat (Supriyadi),"Jl. Pakel No.70, Bonangan, Baturan, Kec. Colomadu, Kota Surakarta, Jawa Tengah 57144",,,,,,,,,active,-7.547090312,110.7967119,57144,JAWA TENGAH,,,Surakarta,0271 7015247,
Apt.KLTSHT,Apotek Klaten Sehat,"Jl. Klaten - Solo, Belang Wetan, Kec. Klaten Utara, Kabupaten Klaten, Jawa Tengah 57435",,,,,,,,,active,-7.689144579,110.6237224,57435,JAWA TENGAH,,,Klaten,085728559971/08562543522,
Apt.KLWGU,Apotek Kaliwungu,"Jl. Raya Ampel - Simo No.95, Canggal, Jetis, Kec. Kaliwungu, Kabupaten Semarang, Jawa Tengah Jl. Raya Ampel - Simo No.95, Canggal, Jetis, Kec. Kaliwungu, Kabupaten Semarang, Jawa Tengah 50229",,,,,,,,,active,-7.462059886,110.6168742,50229,JAWA TENGAH,,,"Simo, BYL",081228402499/085601658069,
Apt.KMB,Apotek Kembang,"Kembang,Trosemi,Gatak,SKH",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,SKH,0271 7917171,
Apt.kmbngf,Apotek Kembang Farma,"Kembangan 03/06, Ngadirejo, Kec. Mojogedang, Kabupaten Karanganyar, Jawa Tengah 57752",,,,,,,,,active,-7.570974479,111.0514225,57752,JAWA TENGAH,,,KARANGANYAR,,
Apt.KMBSR,Apotek Kembang Sari,"Kios Pasar Kembangsari, Jl. Semarang - Surakarta, Karangduren, Kec. Tengaran, Kabupaten Semarang, Jawa Tengah 50775",,,,,,,,,active,-7.389366588,110.5149922,50775,JAWA TENGAH,,,Tengaran,8122852284,
APT.KMLFRM,Apotek Kamila FArma,"Jl. Slamet Riyadi 364, KTS",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Kartasuro,0271 719634,
Apt.KNDSRS,Apotek Kondang Saras,"Jl. Ngembatkembang No.80, Dusun 1, Gemolong, Kec. Gemolong, Kabupaten Sragen, Jawa Tengah 50274",,,,,,,,,active,-7.400587417,110.8288758,50274,JAWA TENGAH,,,SRAGEN,,
Apt.KNL,"Apotek Kronelan, Bekonang","Jl. Lettu Rm.Hartono, Gendengan, Wirun, Kec. Mojolaban, Kabupaten Sukoharjo, Jawa Tengah 57554",,,,,,,,,active,-7.597369381,110.8541335,57554,JAWA TENGAH,,,"Mojolaban, Wirun SKH",81390285443,
Apt.KNS,Apotek Khansa,"Jl. Raya Embarkasi H. Jl. Ketitang, Jeponan, Manggung, Kec. Ngemplak, Kabupaten Boyolali, Jawa Tengah 57375",,,,,,,,,active,-7.496145985,110.7792728,57375,JAWA TENGAH,,,BYL,82134534609,
APT.KNSH,APOTEK KINASIH,"Barem, Bulu, Kec. Bulu, Kabupaten Sukoharjo, Jawa Tengah 57563",,,,,,,,,active,-7.764040719,110.8319801,57563,JAWA TENGAH,,,SUKOHARJO,081393026822/0823116594245,
Apt.knsntn,Apotek Kian Santang,"Jalan Tangen, Butuh, Dawung, Jenar, Sragen Regency, Central Java 57256",,,,,,,,,active,-7.339291161,111.1143739,57256,JAWA TENGAH,,,SRAGEN,,
Apt.KNT,Apotek Kinanti,"Jl. Tentara Genie Pelajar, Nusukan, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57135",,,,,,,,,active,-7.553148109,110.8351723,57135,JAWA TENGAH,,,Solo,81226250042,
Apt.KNZ,Apotek Kinzia Farma,"Jl. Raya Wonogiri- Ponorogo, Malangsari, Pandeyan, Kec. Jatisrono, Kabupaten Wonogiri, Jawa Tengah 57691",,,,,,,,,active,-7.829796306,111.0979819,57691,JAWA TENGAH,,,WNG,,
Apt.KPB01,Apotek Keprabon,Jl. Adi Sumarmo No. 42 A,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Surakarta,(0271) 736288,
Apt.KPHSHT,Apotek Kepuh Sehat,"Jl. Wonogiri - Sukoharjo, Dusun I, Kepuh, Kec. Nguter, Kabupaten Sukoharjo, Jawa Tengah 57571",,,,,,,,,active,-7.709994047,110.8586938,57571,JAWA TENGAH,,,Wonogiri,87778654466,
Apt.KQ,Apotek King Queen,"Jl. Pengasih, Banyunganti Kidul, Kaliagung, Kec. Sentolo, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55664",,,,,,,,,active,-7.830023678,110.2029093,55664,JAWA TENGAH,,,KULONPROGO,,
Apt.KRGD,Apotek Karang Gede,"Jl. Raya Karanggede - Sruwen, Dusun 2, Kebonan, Kec. Karanggede, Kabupaten Boyolali, Jawa Tengah 57381",,,,,,,,,active,-7.360670825,110.6406714,57381,JAWA TENGAH,,,Karang Gede,81393461900,
Apt.kridaf,Apotek Krida Farma,"Jl. Raya Wonogiri- Ponorogo No.km 1, Jatisrono, depan polsek, Kec. Jatisrono, Kabupaten Wonogiri, Jawa Tengah 57691",,,,,,,,,active,-7.826964992,111.1302244,57691,JAWA TENGAH,,,WONOGIRI,,
Apt.KRMH,Apotek Karomah,"Ganggang, Mantingan, Kec. Mantingan, Kabupaten Ngawi, Jawa Timur 63261",,,,,,,,,active,-7.367491101,111.1643882,63261,JAWA TENGAH,,,Mantingan,81393238444,
Apt.KRN,Apotek Kirana,"Jl. Slamet Riyadi No.501, Pajang, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57146",,,,,,,,tutup permanen,deleted,,,57146,JAWA TENGAH,,,,( 0271 ) 717317,
Apt.krngfr,Apotek Karanganyar FArma,dondong 1/6 sekarjati karanganyar,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,KARANGANYAR,,
Apt.KRNHSD,Apotek Karunia Husada,"Jl. WR. Supratman No.178, Dusun II, Kadilangu, Kec. Baki, Kabupaten Sukoharjo, Jawa Tengah 57556",,,,,,,,,active,-7.609516053,110.7839601,57556,JAWA TENGAH,,,Sukoharjo,0271 624782,
Apt.Krniab,Apotek Kurnia Farma BYL,"Simo Baru, Simo, Kec. Simo, Kabupaten Boyolali, Jawa Tengah",,,,,,,,,active,-7.440174553,110.6780503,,JAWA TENGAH,,,BOYOLALI,,
Apt.KRNSHT,Apotek Karunia Sehat,"Jl. Solo - Sragen, Sulingan, Kemiri, Kec. Kebakkramat, Kabupaten Karanganyar, Jawa Tengah 57731",,,,,,,,,active,-7.538224389,110.8953657,57731,JAWA TENGAH,,,Sragen,0271 7082690,
Apt.KRNSK,"Apotek Karunia Sehat, Klaten","Jl. Diponegoro, Morangan, Karanganom, Kec. Klaten Utara, Kabupaten Klaten, Jawa Tengah 57438",,,,,,,,,active,-7.695663829,110.6203527,57438,JAWA TENGAH,,,Klaten,08884152317/085643236778,
Apt.KRSK,Apotek Krisak,"Jl. Wonogiri - Sukoharjo, Singodutan, Kec. Selogiri, Kabupaten Wonogiri, Jawa Tengah 57652",,,,,,,,,active,-7.793632306,110.8990806,57652,,,,Wonogiri,(0273) 3347270,
Apt.Krsmby,Apotek Kharisma Boyolali,"Sidorejo, Metuk, Kec. Mojosongo, Kabupaten Boyolali, Jawa Tengah 57322",,,,,,,,,active,-7.512072229,110.6270489,57322,JAWA TENGAH,,,BOYOLALI,,
Apt.krtk,Apotek Kartika,"Dusun 1, Ngawen, Kec. Ngawen, Kabupaten Klaten, Jawa Tengah 57466",,,,,,,,,active,-7.663956778,110.5929746,57466,JAWA TENGAH,,,KLT,,
Apt.KSH,Apotek KAsih,Jl. RAya Solo-Sragen KM 12,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Kebakkramat KRA,0271 7084023,
Apt.KSHIB,"Apotek Kasih Ibu, Purwodadi","Jl. Gajah Mada No.16, Kuripan Barat, Kuripan, Kec. Purwodadi, Kabupaten Grobogan, Jawa Tengah 58112",,,,,,,,,active,-7.081504506,110.8907957,58112,JAWA TENGAH,,,Purwodadi,0292 426293,
Apt.KSHT,Apotek Ku Sehat,"Jl. Manunggal, Kadipiro, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57136",,,,,,,,,active,-7.535907679,110.819175,57136,JAWA TENGAH,,,SURAKARTA,85701065552,
Apt.KSM03,Apotek Kusuma Farma,"Jl. Pedan-Cawas No.km1, Jembangan, Jetis Wetan, Kec. Pedan, Kabupaten Klaten, Jawa Tengah 57468",,,,,,,,,active,-7.698187153,110.7048684,57468,JAWA TENGAH,,,Klaten,"(0272) 897289, 081548574030",
Apt.KSMHSD,"Apotek Kusuma Husada, Jatipurno"," Jl. Raya Jatipurno, Kedungrejo, Jatipurno, Kec. Jatipurno, Kabupaten Wonogiri, Jawa Tengah 57693",,,,,,,,,active,-7.804717283,111.132542,57693,JAWA TENGAH,,,Wonogiri,82242275707,
Apt.KSMK,"Apotek Kusuma Husada, Klaten","Ruko Perum Citra Indah, Jl. Kuntowijayandanu No.24, Krapyak, Merbung, Kec. Klaten Sel., Kabupaten Klaten, Jawa Tengah 57424",,,,,,,,,active,-7.717971801,110.5992258,57424,JAWA TENGAH,,,Klaten,0272 3100562,
Apt.kssltg,Apotek Ku Sehat Salatiga,jl. diponegoro no 11 Bringin Smg,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,SALATIGA,,
Apt.KTA,"Apotek Kita, Simo","Ngadirejo, Sumber, Kec. Simo, Kabupaten Boyolali, Jawa Tengah 57377",,,,,,,,,active,-7.414774557,110.7409605,57377,JAWA TENGAH,,,BYL,85726903307,
Apt.KTD,Apotek Ketandan Farma,"Jl. Mataram No.1, Belangwetan, Belang Wetan, Kec. Klaten Utara, Kabupaten Klaten, Jawa Tengah 57438",,,,,,,,,active,-7.688922673,110.634156,57438,JAWA TENGAH,,,Klaten,0272 332400,
Apt.KTG01,Apotek Katangan,Jl. Kapt. Mulyadi 299,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Surakarta,(0271) 648850,
Apt.kurnia,Apotek Kurnia Fajar,"Jl Telukan-Cuplik, Jomblang, Sonorejo, Kec. Sukoharjo, Kabupaten Sukoharjo, Jawa Tengah 57551",,,,,,,,,active,-7.658340907,110.7972819,57551,JAWA TENGAH,,,SUKOHARJO,,
APT.KUTO,Apotek KUTO," Jalan Batujamus, Kuto, Kerjo, Karanganyar Regency, Central Java 57292",,,,,,,,,active,-7.536993303,111.0466102,57292,JAWA TENGAH,,,KRA,,
Apt.kuwojo,Apotek Kuwojo,"dsn kuwojo rt 7 rw 4 dimoro, grobogan",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,GROBOGAN,,
APT.KWGN,Apotek Kwangen,"Sekolah Tinggi Ilmu Kesehatan (STIKES) Aisyiyah Surakarta, Jl. Raya Gemolong Karanggede Km1.5, Jl. Gemolong - Kacangan, Dusun I, Kwangen, Kec. Gemolong, Kabupaten Sragen, Jawa Tengah 50274",,,,,,,,,active,-7.395389851,110.8190245,50274,JAWA TENGAH,,,Sragen,8132925122,
Apt.KWRS,Apotek Ken Waras,"Jl. Raya Wonogiri-Ponorogo No.Km.8, RT.01/RW.02, Kenteng, Ngadirojo Kidul, Kec. Ngadirojo, Kabupaten Wonogiri, Jawa Tengah 57681",,,,,,,,,active,-7.814311589,110.9886165,57681,JAWA TENGAH,,,WNG,0273 5327166,
Apt.KY,Apotek KY,"JL. Dr. Muwardi. Mangkubumen, Purwosari, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57139",,,,,,,,,active,-7.560812592,110.8070643,57139,JAWA TENGAH,,,Jl. dr. Muwardi No. 4 Kota Barat,Solo,
Apt.KYAPK,Apotek Kayu Apak,"Jl. Lalung-Bekonang, Kayu Apak I, Kayuapak, Kec. Polokarto, Kabupaten Sukoharjo, Jawa Tengah 57555",,,,,,,,,active,-7.614563892,110.9250286,57555,JAWA TENGAH,,,,,
Apt.KZF,Apotek Kezia Farma,"Unnamed Road, Dusun I, Karangwuni, Kec. Weru, Kabupaten Sukoharjo, Jawa Tengah 57562",,,,,,,,,active,-7.801478419,110.7537236,57562,JAWA TENGAH,,,"CAwas, Klaten",81329042709,
Apt.LBK,Apotek Labbaika Farma,"Jl. Pandanaran, Dusun II, Randusari, Kec. Teras, Kabupaten Boyolali, Jawa Tengah 57372",,,,,,,,,active,-7.537317297,110.6395022,57372,JAWA TENGAH,,,Boyolali,85728404709,
Apt.LBS01,Apotek Lebak Sari,"Jl. Garuda Mas No.6, Mendungan, Pabelan, Sukoharjo, Jawa Tengah, 57162",,,,,,,,,active,-7.555245933,110.7699058,57162,JAWA TENGAH,,,Kartasura,(0271) 717417 ext. 433,
Apt.lia,Apotek Lia,"Jl. Raya Jatipurno, Jatipurno, Kec. Jatipurno, Kabupaten Wonogiri, Jawa Tengah 57693",,,,,,,,,active,-7.801192377,111.1338528,57693,JAWA TENGAH,,,Wonogiri,,
Apt.liana,Apotek Liana Jaya,"Jatisari, RT.03/RW.01, Celungan, Sapen, Kec. Mojolaban, Kabupaten Sukoharjo, Jawa Tengah 57554",,,,,,,,,active,-7.589057834,110.9013161,57554,JAWA TENGAH,,,SUKOHARJO,,
Apt.LKDF,PT. LIKUID FARMA RETAIL,"Jl. Mangesti Raya, Dusun II, Purbayan, Kec. Baki, Kabupaten Sukoharjo, Jawa Tengah 57557",,,,,,,,,active,-7.580632885,110.7695782,57557,JAWA TENGAH,,,SUKOHARJO,81326218620,
APT.LKSNMD,APOTEK LAKSANA MEDIKA,"Jl. Kaliwingko No.38A, Dusun I, Grogol, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552",,,,,,,,,active,-7.597404105,110.8207072,57552,JAWA TENGAH,,,SUKOHARJO,0271 9205318 / 0271620569,
Apt.LKSSHT,Apotek Lekas Sehat,"Jalan Raya Gawok, Geneng, Dusun III, Blimbing, Gatak, Sukoharjo Regency, Central Java 57557",,,,,,,,,active,-7.601624149,110.7524611,57557,JAWA TENGAH,,,Sukoharjo,81329141195,
Apt.LNGSHT,Apotek Langgeng Sehat (Indriani Dwi Y)," Jl. A. Yani, Kerten, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57143",,,,,,,,,active,-7.555818657,110.79755,57143,JAWA TENGAH,,,Surakarta,0271 9114487,
Apt.LNTF,Apotek Lintang FArma,"Jajar, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57144",,,,,,,,,active,-7.553285468,110.7909023,57144,JAWA TENGAH,,,Surakarta,0271 5811881,
Apt.lortug,Apotek Lor Tugu,"Jl. Lawu No.KM 23, RW.5, Tempel, Gayamdompo, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57716",,,,,,,,,active,-7.618856174,111.0157832,57716,JAWA TENGAH,,,KARANGANYAR,,
Apt.LSFRM,Apotek Lusi FArma,"Jalan A. Yani Blok B No. 25, Purwodadi, Jengglong Selatan, Purwodadi, Kec. Purwodadi, Kabupaten Grobogan, Jawa Tengah 58111",,,,,,,,,active,-7.083363085,110.9098198,58111,JAWA TENGAH,,,Purwodadi,0292 424005,
Apt.LSTR,Apotek Lestari,"Jl. K.H Samanhudi No.82, Purwosari, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57142",,,,,,,,,active,-7.567156646,110.7994328,57142,JAWA TENGAH,,,SKA,085102077049 / 08122628386,
Apt.LTHSHT,Apotek Luthi Sehat,"JL Raya karanggede-Gemolong, Kacangan, Suruwoh, Andong, Kec. Andong, Kabupaten Boyolali, Jawa Tengah 57384",,,,,,,,,active,-7.367218452,110.7478976,57384,JAWA TENGAH,,,Boyolali,81225791729,
Apt.LTR,"Apotek Lestari, Metesih","Manjar, Beyan, Dawung, Kec. Matesih, Kabupaten Karanganyar, Jawa Tengah 57781",,,,,,,,,active,-7.644090756,111.0270428,57781,JAWA TENGAH,,,KARANGANYAR,,
Apt.mandju,Apotek MANDJUR (ANINDITYA LP/IMAM PW),"Jl. Susukan Karanggede, Susukan, Kec. Susukan, Kabupaten Semarang, Jawa Tengah 50777",,,,,,,,,active,-7.40793266,110.59628,50777,JAWA TENGAH,,,SALATIGA,,
Apt.MBB,Apotek Merbabu,"Jl. Pemuda No.56, RW.09, Ngingas, Lor, Bareng Lor, Klaten Utara, Klaten Regency, Central Java 57438",,,,,,,,,active,-7.692209163,110.6118043,57438,JAWA TENGAH,,,Klaten,0273 321059,
Apt.MD,Apotek MAde,"Gabus Kulon, Gabus, Kec. Ngrampal, Kabupaten Sragen, Jawa Tengah",,,,,,,,,active,-7.361289292,111.0597395,,JAWA TENGAH,,,Sragen,,
Apt.MDAF,Apotek Media Farma,"DepanTerminal Bus, Jl. Raya Purwantoro, Blimbing Kidul, Purwantoro, Wonogiri, Kabupaten Wonogiri, Jawa Tengah 57695",,,,,,,,,active,-7.847006281,111.2632472,57695,JAWA TENGAH,,,Wonogiri,"0273 3340677, 081393345500",
Apt.mdfrm,Apotek Madu Farma,"Jl. Adi Sumarmo No.146, Gawanan, Kec. Colomadu, Kabupaten Karanganyar, Jawa Tengah 57177",,,,,,,,,active,-7.530663356,110.7578218,57177,JAWA TENGAH,,,KARANGANYAR,,
Apt.MDKF04,Apotek Medika Farma,"Jl. Kartini No.19, Sabggrahan, Giripurwo, Kec. Wonogiri, Kabupaten Wonogiri, Jawa Tengah 57612",,,,,,,,,active,-7.816214035,110.92421,57612,JAWA TENGAH,,,Wonogiri,8122627823,
Apt.MDKFK,"Apotek Medika Farma, KRA"," Jl. Yos Sudarso, Pokoh, Ngijo, Kec. Tasikmadu, Kabupaten Karanganyar, Jawa Tengah 57721",,,,,,,,,active,-7.589202878,110.9481651,57721,JAWA TENGAH,,,KRA,0271 5854495,
Apt.MDL03,Apotek Madu Lestari,"Jl. Raya Solo-Jogja, Dusun 1, Tegalgondo, Kec. Wonosari, Kabupaten Klaten, Jawa Tengah 57473",,,,,,,,,active,-7.596290493,110.7029103,57473,JAWA TENGAH,,,Klaten,"(0271) 7002134, 0852299369400",
Apt.MDLF,Apotek Mudal FArma,"Mudal Lor 06/02, Kr.anom KLT Utara",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,,,
Apt.MDN,Apotek Medina,"Jagaan, Trangsan, Kec. Gatak, Kabupaten Sukoharjo, Jawa Tengah 57557",,,,,,,,,active,-7.58328031,110.7361548,57557,JAWA TENGAH,,,Surakarta,87890453033,
Apt.MDSL,Apotek Medisland,"Jl. Slamet Riyadi No.69, Dusun II, Kartasura, Kec. Kartasura, Kabupaten Sukoharjo, Jawa Tengah 57169",,,,,,,,,active,-7.554314098,110.7406234,57169,JAWA TENGAH,,,Kartosuro,,
Apt.Meidya,Apotek Meidyah Farma,"Jalur 6, RT.10/RW.02, Tapung Lestari, Kec. Tapung Hilir, Kabupaten Kampar, Riau 28466",,,,,,,,,active,0.8055601481,101.1498762,28466,JAWA TENGAH,,,RIAU,,
Apt.menggu,Apotek Menggungan,"Jl. Menggungan Raya, RT.02/RW.03, Karangmojo, Sawahan, Kec. Ngemplak, Kabupaten Boyolali, Jawa Tengah 57375",,,,,,,,,active,-7.530370551,110.8016434,57375,JAWA TENGAH,,,BOYOLALI,,
APT.META,APOTEK META,"Jl. Slamet Riyadi No.25, Gayam, Kec. Sukoharjo, Kabupaten Sukoharjo, Jawa Tengah 57514",,,,,,,,,active,-7.695990221,110.8500232,57514,JAWA TENGAH,,,SUKOHARJO,0271 693034,
Apt.MF01,Apotek Makmur Farma,Jl. MT. Haryono No. 38,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Surakarta,(0271) 716224,
Apt.MGG,Apotek Manggung,"Manggung rt 05/03, Ngemplak, BYL",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Boyolali,0271 5810294,
Apt.MGNN,Apotek Migunani,"Jalan Mangesti No.03, RT.03, Mayang, Gatak, Mayang, Kec. Gatak, Kabupaten Sukoharjo, Jawa Tengah 57557",,,,,,,,,active,-7.577453141,110.755942,57557,JAWA TENGAH,,,Sukoharjo,0856 4242 0390,
Apt.mgnsht,Apotek Miguna Sehat,wates wetan rt 2 rw 5 Bangsri Wonogiri,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,WONOGIRI,,
Apt.MGSH,Apotek Margi Sehat," Area Sawah, Majegan, Kec. Tulung, Kabupaten Klaten, Jawa Tengah 57482",,,,,,,,,active,-7.60770127,110.6151477,57482,JAWA TENGAH,,,Klaten,85642307970,
Apt.MGSHT,Apotek Mugi Sehat,Jl. Jogja-Solo KM 27 Jmb Kulon,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,"Ceper,Klaten",0272 3141844,
Apt.MGT,"Apotek Mangesti, SKH","Gang Mangesti 5, Gentan, Kec. Baki, Kabupaten Sukoharjo, Jawa Tengah 57556",,,,,,,,,active,-7.582927723,110.7808418,57556,JAWA TENGAH,,,Sukoharjo,0851 0283 2144,
APT.MGWRS3,Apotek Mugi Waras 3,"Unnamed Road, Depok Utara, Depok Utara, Depok, Kec. Toroh, Kabupaten Grobogan, Jawa Tengah 58171",,,,,,,,,active,-7.139363686,110.9053248,58171,JAWA TENGAH,,,Grobogan pwd,82134386427,
Apt.MGYD,Apotek Margoyudan,"Jl. Abdul Muis No.116, Setabelan, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57139",,,,,,,,,active,-7.560139382,110.8297558,57139,JAWA TENGAH,,,Surakarta,,
Apt.MHDK,Apotek Mahardika,"Demangan rt 18, Kebayanan II, Mojopuro, Kec. Sumberlawang, Kabupaten Sragen, Jawa Tengah 57272",,,,,,,,,active,-7.331944038,110.8616489,57272,JAWA TENGAH,,,Sragen,85647575726,
Apt.MHKTS,"Apotek MArga Husada, KTS","Jl. Wimboharsono No.20, Dusun III, Kartasura, Kec. Kartasura, Kabupaten Sukoharjo, Jawa Tengah 57167",,,,,,,,tutup permanen,deleted,,,57167,JAWA TENGAH,,,,0271 780631,
Apt.mhrnfr,Apotek Maharani Farma,"Jalan Raya, Genengsari, Blangu, Gesi, Sragen Regency, Central Java 57262",,,,,,,,,active,-7.333307623,110.9952249,57262,JAWA TENGAH,,,SRAGEN,,
Apt.MHS,"Apotek Marga Husada, SKA (PD Citra Mandiri Jateng)",Jl. Pahlawan No. 8 Pleburan Semarang,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Surakarta,0271 716795,
Apt.mitrat,Apotek Mitra Tuntang Salatiga,JL. salatiga-candisari dusun kalisari 1/4 jombor,,,,,,,,,deleted,,,,JAWA TENGAH,,,SALATIGA,,
Apt.MJ01,"Apotek Mojo (Nailu Imtihany, Ir. Msi)","Jl. Kyai Mojo No.36D, Semanggi, Kec. Ps. Kliwon, Kota Surakarta, Jawa Tengah 57191",,,,,,,,,active,-7.586641349,110.8344244,57191,JAWA TENGAH,,,Surakarta,(0271) 666932,
Apt.MJ901,Apotek Mojosongo,"Pendekan, Mojosongo, Kec. Mojosongo, Kabupaten Boyolali, Jawa Tengah 57322",,,,,,,,,active,-7.538471528,110.6218307,57322,JAWA TENGAH,,,Surakarta,,
Apt.mjfrm,Apotek Maju Farma,"Area Sawah/Kebun, Candi, Kec. Ampel, Kabupaten Boyolali, Jawa Tengah",,,,,,,,,active,-7.46492186,110.5553278,,JAWA TENGAH,,,BOYOLALI,,
Apt.MJLB02,Apotek Mojolaban,"Jl. Jetis Polokarto Sukoharjo, Jepuh, Cangkol, Kec. Mojolaban, Kabupaten Sukoharjo, Jawa Tengah 57554",,,,,,,,,active,-7.6108158,110.8797413,57554,JAWA TENGAH,,,Sukoharjo,(0271) 611688,
Apt.MJR02,Apotek Mujarab Farma,"Jl. Mayor Achmadi No.68, Jepuh, Cangkol, Kec. Mojolaban, Kabupaten Sukoharjo, Jawa Tengah 57554",,,,,,,,,active,-7.609642168,110.8737354,57554,JAWA TENGAH,,,Sukoharjo,(0271) 7017855,
Apt.MJSGB,"Apotek Mojosongo, Boyolali","Ruko Perum Anugrah Asri,",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Boyolali,85640846241,
